"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","67.8","","","","1"
"2008","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","68.4","","","","1"
"2009","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","67.9","","","","1"
"2010","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","68.0","","","","1"
"2011","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","68.6","","","","1"
"2012","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","69.0","","","","1"
"2013","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","70.2","","","","1"
"2014","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","68.9","","","","1"
"2015","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","68.2","","","","1"
"2016","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","66.8","","","","1"
"2017","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","67.0","","","","1"
"2018","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","67.4","","","","1"
"2019","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","67.0","","","","1"
"2020","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","64.8","","","","1"
"2021","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","65.9","","","","1"
"2022","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543454","3.9.1.1","65.5","","","","1"
"1990","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","73.3","","","","1"
"1991","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.8","","","","1"
"1992","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.1","","","","1"
"1993","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.4","","","","1"
"1994","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.7","","","","1"
"1995","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.9","","","","1"
"1996","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.4","","","","1"
"1997","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.1","","","","1"
"1998","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","70.6","","","","1"
"1999","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.7","","","","1"
"2000","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.7","","","","1"
"2001","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.3","","","","1"
"2002","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.9","","","","1"
"2003","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.9","","","","1"
"2004","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.7","","","","1"
"2005","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.5","","","","1"
"2006","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.8","","","","1"
"2007","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.6","","","","1"
"2008","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.0","","","","1"
"2009","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.5","","","","1"
"2010","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.6","","","","1"
"2011","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.6","","","","1"
"2012","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.7","","","","1"
"2013","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","74.0","","","","1"
"2014","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","72.6","","","","1"
"2015","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.9","","","","1"
"2016","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.1","","","","1"
"2017","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.7","","","","1"
"2018","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.3","","","","1"
"2019","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.0","","","","1"
"2020","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","68.6","","","","1"
"2021","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","71.2","","","","1"
"2022","Prince Edward Island","2016A000211","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063543476","3.9.2.1","69.4","","","","1"
"1990","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","58.4","","","","1"
"1991","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","58.4","","","","1"
"1992","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","59.3","","","","1"
"1993","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","59.2","","","","1"
"1994","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","59.4","","","","1"
"1995","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","58.3","","","","1"
"1996","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","60.1","","","","1"
"1997","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","60.0","","","","1"
"1998","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","60.9","","","","1"
"1999","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","61.1","","","","1"
"2000","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","62.1","","","","1"
"2001","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","62.2","","","","1"
"2002","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.7","","","","1"
"2003","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.8","","","","1"
"2004","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.3","","","","1"
"2005","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.2","","","","1"
"2006","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.3","","","","1"
"2007","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.2","","","","1"
"2008","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.9","","","","1"
"2009","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.5","","","","1"
"2010","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.4","","","","1"
"2011","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","65.0","","","","1"
"2012","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","65.4","","","","1"
"2013","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","66.6","","","","1"
"2014","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","65.4","","","","1"
"2015","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","64.6","","","","1"
"2016","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","62.7","","","","1"
"2017","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","62.6","","","","1"
"2018","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.7","","","","1"
"2019","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","63.1","","","","1"
"2020","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","61.2","","","","1"
"2021","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","60.8","","","","1"
"2022","Prince Edward Island","2016A000211","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063543498","3.9.3.1","61.6","","","","1"
"1990","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","56.2","","","","1"
"1991","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","54.2","","","","1"
"1992","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","53.9","","","","1"
"1993","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","54.2","","","","1"
"1994","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","54.6","","","","1"
"1995","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","55.4","","","","1"
"1996","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","56.3","","","","1"
"1997","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","55.8","","","","1"
"1998","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","56.5","","","","1"
"1999","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","56.7","","","","1"
"2000","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","58.7","","","","1"
"2001","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063543520","3.10.1.1","59.2","","","","1"
